"seqnames"	"start"	"end"	"annotation"	"SYMBOL"	"distanceToTSS"	"condition"
"3901"	"chr4"	58065036	58065604	"Intron"	"Txndc8"	-55912	"bCAT_bCAT"
"3902"	"chr4"	58546121	58546668	"Intron"	"Lpar1"	6625	"bCAT_bCAT"
"3903"	"chr4"	58714298	58715113	"Distal Intergenic"	"Olfr267"	70607	"bCAT_bCAT"
"3904"	"chr4"	58722805	58723330	"Distal Intergenic"	"Olfr267"	62390	"bCAT_bCAT"
"3905"	"chr4"	59185731	59186716	"Distal Intergenic"	"Ugcg"	-2834	"bCAT_bCAT"
"3906"	"chr4"	59387660	59388195	"Intron"	"Susd1"	-24680	"bCAT_bCAT"
"3907"	"chr4"	59717401	59717868	"Intron"	"Inip"	65987	"bCAT_bCAT"
"3908"	"chr4"	59832977	59833186	"Intron"	"Snx30"	27327	"bCAT_bCAT"
"3909"	"chr4"	62509002	62509520	"3' UTR"	"Hdhd3"	-6802	"bCAT_bCAT"
"3910"	"chr4"	62509594	62511454	"Exon"	"Hdhd3"	-7394	"bCAT_bCAT"
"3911"	"chr4"	63032722	63032976	"Intron"	"Zfp618"	67148	"bCAT_bCAT"
"3912"	"chr4"	63100604	63100974	"Intron"	"Ambp"	53198	"bCAT_bCAT"
"3913"	"chr4"	72233920	72234159	"Distal Intergenic"	"C630043F03Rik"	32676	"bCAT_bCAT"
"3914"	"chr4"	75754135	75754469	"Distal Intergenic"	"Ptprd"	330108	"bCAT_bCAT"
"3915"	"chr4"	75818927	75819867	"Distal Intergenic"	"Ptprd"	264710	"bCAT_bCAT"
"3916"	"chr4"	76279837	76280212	"Intron"	"Ptprd"	64014	"bCAT_bCAT"
"3917"	"chr4"	82019778	82020215	"Distal Intergenic"	"Gm5860"	-45165	"bCAT_bCAT"
"3918"	"chr4"	82504839	82505317	"Promoter"	"Nfib"	462	"bCAT_bCAT"
"3919"	"chr4"	82505561	82505771	"Promoter"	"Nfib"	8	"bCAT_bCAT"
"3920"	"chr4"	82512396	82512760	"Distal Intergenic"	"Nfib"	-6617	"bCAT_bCAT"
"3921"	"chr4"	82594070	82594289	"Distal Intergenic"	"Nfib"	-88291	"bCAT_bCAT"
"3922"	"chr4"	85204538	85205027	"Promoter"	"Sh3gl2"	-429	"bCAT_bCAT"
"3923"	"chr4"	86724827	86725586	"Distal Intergenic"	"Dennd4c"	-22969	"bCAT_bCAT"
"3924"	"chr4"	88727089	88727630	"Distal Intergenic"	"Klhl9"	-4581	"bCAT_bCAT"
"3925"	"chr4"	88955598	88956191	"Distal Intergenic"	"LOC106557447"	-13556	"bCAT_bCAT"
"3926"	"chr4"	95143736	95144121	"Intron"	"Jun"	-91514	"bCAT_bCAT"
"3927"	"chr4"	95434569	95434785	"Distal Intergenic"	"Fggy"	-122722	"bCAT_bCAT"
"3928"	"chr4"	95622988	95623797	"Exon"	"Fggy"	43567	"bCAT_bCAT"
"3929"	"chr4"	95771927	95772401	"Intron"	"Fggy"	-77181	"bCAT_bCAT"
"3930"	"chr4"	98106238	98107605	"Intron"	"Nfia"	195205	"bCAT_bCAT"
"3931"	"chr4"	98917614	98918424	"Distal Intergenic"	"Usp1"	-5386	"bCAT_bCAT"
"3932"	"chr4"	99141356	99141654	"Distal Intergenic"	"Dock7"	-20441	"bCAT_bCAT"
"3933"	"chr4"	99673808	99674249	"Distal Intergenic"	"Foxd3"	17509	"bCAT_bCAT"
"3934"	"chr4"	100811141	100812032	"Intron"	"Cachd1"	34462	"bCAT_bCAT"
"3935"	"chr4"	100863977	100864295	"Intron"	"Cachd1"	87298	"bCAT_bCAT"
"3936"	"chr4"	100879442	100879725	"Intron"	"Cachd1"	102763	"bCAT_bCAT"
"3937"	"chr4"	101292751	101293068	"Distal Intergenic"	"Jak1"	-27469	"bCAT_bCAT"
"3938"	"chr4"	102506575	102507653	"Intron"	"Pde4b"	-62407	"bCAT_bCAT"
"3939"	"chr4"	105768860	105769286	"Distal Intergenic"	"Usp24"	-546927	"bCAT_bCAT"
"3940"	"chr4"	106050088	106050666	"Distal Intergenic"	"Usp24"	-265547	"bCAT_bCAT"
"3941"	"chr4"	106249490	106249818	"Distal Intergenic"	"Usp24"	-66395	"bCAT_bCAT"
"3942"	"chr4"	106839886	106840130	"Distal Intergenic"	"Acot11"	-40055	"bCAT_bCAT"
"3943"	"chr4"	106982609	106983052	"Intron"	"Ssbp3"	59384	"bCAT_bCAT"
"3944"	"chr4"	107975096	107975336	"Intron"	"Slc1a7"	6762	"bCAT_bCAT"
"3945"	"chr4"	108098875	108099338	"Intron"	"Mir6397"	11518	"bCAT_bCAT"
"3946"	"chr4"	114625352	114625756	"Distal Intergenic"	"Gm12830"	-195964	"bCAT_bCAT"
"3947"	"chr4"	115962688	115963563	"Distal Intergenic"	"Dmbx1"	-22762	"bCAT_bCAT"
"3948"	"chr4"	116405577	116406283	"Intron"	"Mast2"	57898	"bCAT_bCAT"
"3949"	"chr4"	116659540	116659898	"Distal Intergenic"	"Akr1a1"	-7866	"bCAT_bCAT"
"3950"	"chr4"	116993759	116994539	"Promoter"	"Urod"	0	"bCAT_bCAT"
"3951"	"chr4"	117437040	117437266	"Intron"	"Rnf220"	59786	"bCAT_bCAT"
"3952"	"chr4"	117986704	117986961	"Intron"	"Artn"	-56941	"bCAT_bCAT"
"3953"	"chr4"	118516626	118517077	"Distal Intergenic"	"2610528J11Rik"	-10198	"bCAT_bCAT"
"3954"	"chr4"	123051139	123051419	"Promoter"	"Trit1"	2370	"bCAT_bCAT"
"3955"	"chr4"	123343422	123343656	"Promoter"	"Bmp8a"	-170	"bCAT_bCAT"
"3956"	"chr4"	123588767	123589253	"Intron"	"Macf1"	-24094	"bCAT_bCAT"
"3957"	"chr4"	124217305	124217803	"Distal Intergenic"	"1700057H15Rik"	233485	"bCAT_bCAT"
"3958"	"chr4"	126762510	126762792	"Intron"	"AU040320"	8740	"bCAT_bCAT"
"3959"	"chr4"	128957113	128957501	"Intron"	"Azin2"	4954	"bCAT_bCAT"
"3960"	"chr4"	129251231	129252144	"Intron"	"C77080"	-2788	"bCAT_bCAT"
"3961"	"chr4"	129396970	129397317	"Distal Intergenic"	"Zbtb8a"	-18942	"bCAT_bCAT"
"3962"	"chr4"	129821031	129821454	"Promoter"	"Ptp4a2"	323	"bCAT_bCAT"
"3963"	"chr4"	130167878	130168154	"Exon"	"Tinagl1"	6648	"bCAT_bCAT"
"3964"	"chr4"	130273826	130274237	"Promoter"	"Serinc2"	983	"bCAT_bCAT"
"3965"	"chr4"	131325637	131326011	"Distal Intergenic"	"A930031H19Rik"	-315163	"bCAT_bCAT"
"3966"	"chr4"	131843109	131843537	"Promoter"	"Mecr"	0	"bCAT_bCAT"
"3967"	"chr4"	132037335	132037552	"Intron"	"Epb41"	11526	"bCAT_bCAT"
"3968"	"chr4"	133662869	133663876	"Intron"	"Pigv"	8771	"bCAT_bCAT"
"3969"	"chr4"	134307086	134307555	"Distal Intergenic"	"Trim63"	-7565	"bCAT_bCAT"
"3970"	"chr4"	134930941	134931328	"Promoter"	"Syf2"	0	"bCAT_bCAT"
"3971"	"chr4"	134975415	134975637	"Distal Intergenic"	"Syf2"	44435	"bCAT_bCAT"
"3972"	"chr4"	135140655	135141307	"Intron"	"Runx3"	-11189	"bCAT_bCAT"
"3973"	"chr4"	135645008	135645612	"Distal Intergenic"	"1700029M20Rik"	18353	"bCAT_bCAT"
"3974"	"chr4"	135738459	135739338	"Intron"	"Il22ra1"	10300	"bCAT_bCAT"
"3975"	"chr4"	135857676	135857904	"Promoter"	"Srsf10"	1605	"bCAT_bCAT"
"3976"	"chr4"	135874110	135874508	"Promoter"	"Pnrc2"	-264	"bCAT_bCAT"
"3977"	"chr4"	136302414	136302860	"Distal Intergenic"	"Hnrnpr"	-8082	"bCAT_bCAT"
"3978"	"chr4"	136802563	136802898	"Intron"	"Ephb2"	33114	"bCAT_bCAT"
"3979"	"chr4"	136842217	136843235	"Distal Intergenic"	"Ephb2"	-6205	"bCAT_bCAT"
"3980"	"chr4"	138410953	138411341	"Distal Intergenic"	"Fam43b"	-14495	"bCAT_bCAT"
"3981"	"chr4"	138433821	138434113	"Promoter"	"Mul1"	-559	"bCAT_bCAT"
"3982"	"chr4"	138434176	138434556	"Promoter"	"Mul1"	-116	"bCAT_bCAT"
"3983"	"chr4"	138672214	138672515	"Distal Intergenic"	"Vwa5b1"	-48222	"bCAT_bCAT"
"3984"	"chr4"	138825763	138826400	"Intron"	"Pla2g2a"	-5457	"bCAT_bCAT"
"3985"	"chr4"	138827184	138827836	"Intron"	"Pla2g2a"	-4021	"bCAT_bCAT"
"3986"	"chr4"	138829316	138830227	"Promoter"	"Pla2g2a"	-1630	"bCAT_bCAT"
"3987"	"chr4"	139535086	139535861	"Intron"	"Iffo2"	4538	"bCAT_bCAT"
"3988"	"chr4"	139589501	139589989	"Intron"	"Iffo2"	14781	"bCAT_bCAT"
"3989"	"chr4"	141213758	141214018	"Promoter"	"Rsg1"	0	"bCAT_bCAT"
"3990"	"chr4"	141240519	141240867	"Promoter"	"Arhgef19"	-2017	"bCAT_bCAT"
"3991"	"chr4"	141286932	141287927	"Distal Intergenic"	"Epha2"	-13294	"bCAT_bCAT"
"3992"	"chr4"	141513922	141514388	"Intron"	"Spen"	8004	"bCAT_bCAT"
"3993"	"chr4"	141546779	141547184	"Promoter"	"B330016D10Rik"	617	"bCAT_bCAT"
"3994"	"chr4"	141860519	141860873	"Exon"	"Efhd2"	14047	"bCAT_bCAT"
"3995"	"chr4"	142180356	142180644	"Intron"	"Kazn"	-25756	"bCAT_bCAT"
"3996"	"chr4"	143238434	143238798	"Distal Intergenic"	"Prdm2"	-25725	"bCAT_bCAT"
"3997"	"chr4"	144748735	144749568	"Distal Intergenic"	"Gm13178"	-27331	"bCAT_bCAT"
"3998"	"chr4"	144931171	144931460	"Exon"	"Dhrs3"	38034	"bCAT_bCAT"
"3999"	"chr4"	145009378	145009870	"Intron"	"Vps13d"	36535	"bCAT_bCAT"
"4000"	"chr4"	145194912	145195194	"Promoter"	"Vps13d"	0	"bCAT_bCAT"
"4001"	"chr4"	145319283	145319523	"Distal Intergenic"	"Tnfrsf8"	-4136	"bCAT_bCAT"
"4002"	"chr4"	148686390	148686922	"Distal Intergenic"	"Gm572"	43073	"bCAT_bCAT"
"4003"	"chr4"	148807601	148807888	"Intron"	"Casz1"	3209	"bCAT_bCAT"
"4004"	"chr4"	149776007	149776346	"Promoter"	"Slc25a33"	-1740	"bCAT_bCAT"
"4005"	"chr4"	149919761	149919979	"Intron"	"Spsb1"	-10030	"bCAT_bCAT"
"4006"	"chr4"	150583401	150584676	"Intron"	"Rere"	-32083	"bCAT_bCAT"
"4007"	"chr4"	150740274	150740584	"Distal Intergenic"	"Slc45a1"	-88100	"bCAT_bCAT"
"4008"	"chr4"	150748255	150748800	"Distal Intergenic"	"Slc45a1"	-96081	"bCAT_bCAT"
"4009"	"chr4"	150825496	150825844	"Exon"	"Errfi1"	-28075	"bCAT_bCAT"
"4010"	"chr4"	154418209	154418865	"Intron"	"Prdm16"	-76072	"bCAT_bCAT"
"4011"	"chr4"	154914673	154915199	"Distal Intergenic"	"Tnfrsf14"	12878	"bCAT_bCAT"
"4012"	"chr4"	155066127	155066666	"Promoter"	"Pex10"	-364	"bCAT_bCAT"
"4013"	"chr4"	155869535	155869904	"Promoter"	"Ints11"	0	"bCAT_bCAT"
"4014"	"chr4"	156077149	156078038	"Distal Intergenic"	"Gm13648"	-17347	"bCAT_bCAT"
"4015"	"chr5"	3342102	3342975	"Promoter"	"Cdk6"	-918	"bCAT_bCAT"
"4016"	"chr5"	3454036	3454262	"Intron"	"Fam133b"	-89571	"bCAT_bCAT"
"4017"	"chr5"	5493964	5494258	"Distal Intergenic"	"1700015F17Rik"	-14821	"bCAT_bCAT"
"4018"	"chr5"	8057075	8057321	"Promoter"	"Sri"	533	"bCAT_bCAT"
"4019"	"chr5"	8421785	8422664	"Promoter"	"Dbf4"	52	"bCAT_bCAT"
"4020"	"chr5"	17165077	17165457	"Distal Intergenic"	"Speer4f1"	-310665	"bCAT_bCAT"
"4021"	"chr5"	17208644	17209267	"Distal Intergenic"	"Speer4f1"	-266855	"bCAT_bCAT"
"4022"	"chr5"	17601777	17602025	"Intron"	"Sema3c"	26961	"bCAT_bCAT"
"4023"	"chr5"	21424830	21425220	"Promoter"	"Fam185a"	0	"bCAT_bCAT"
"4024"	"chr5"	21672807	21673644	"Intron"	"Armc10"	26823	"bCAT_bCAT"
"4025"	"chr5"	21701648	21702055	"Promoter"	"Napepld"	-254	"bCAT_bCAT"
"4026"	"chr5"	24624392	24624660	"Distal Intergenic"	"1700022A21Rik"	-20793	"bCAT_bCAT"
"4027"	"chr5"	24624720	24625048	"Distal Intergenic"	"1700022A21Rik"	-20405	"bCAT_bCAT"
"4028"	"chr5"	28858005	28858370	"Intron"	"Rnf32"	-337623	"bCAT_bCAT"
"4029"	"chr5"	29205557	29206475	"5' UTR"	"Rnf32"	2502	"bCAT_bCAT"
"4030"	"chr5"	29211818	29212444	"Intron"	"Rnf32"	8763	"bCAT_bCAT"
"4031"	"chr5"	29463370	29463641	"Distal Intergenic"	"Mnx1"	14829	"bCAT_bCAT"
"4032"	"chr5"	29468245	29468846	"Distal Intergenic"	"Mnx1"	9624	"bCAT_bCAT"
"4033"	"chr5"	30231914	30232151	"Promoter"	"Selenoi"	-467	"bCAT_bCAT"
"4034"	"chr5"	31191818	31193176	"Promoter"	"Eif2b4"	0	"bCAT_bCAT"
"4035"	"chr5"	31254169	31254769	"Promoter"	"Ift172"	0	"bCAT_bCAT"
"4036"	"chr5"	31713201	31713645	"Intron"	"Babam2"	15151	"bCAT_bCAT"
"4037"	"chr5"	32132829	32133198	"Distal Intergenic"	"Fosl2"	-3274	"bCAT_bCAT"
"4038"	"chr5"	32182755	32183560	"Distal Intergenic"	"Fosl2"	36234	"bCAT_bCAT"
"4039"	"chr5"	33105066	33105284	"Promoter"	"Slc5a1"	847	"bCAT_bCAT"
"4040"	"chr5"	34990749	34991023	"Intron"	"Rgs12"	-8055	"bCAT_bCAT"
"4041"	"chr5"	37826269	37827968	"Promoter"	"Msx1"	-1684	"bCAT_bCAT"
"4042"	"chr5"	37895342	37897050	"Distal Intergenic"	"Msx1"	-70757	"bCAT_bCAT"
"4043"	"chr5"	39733256	39733687	"Distal Intergenic"	"Hs3st1"	-88625	"bCAT_bCAT"
"4044"	"chr5"	43863708	43864160	"Distal Intergenic"	"Cd38"	-4649	"bCAT_bCAT"
"4045"	"chr5"	43948272	43948957	"Distal Intergenic"	"Fgfbp1"	32842	"bCAT_bCAT"
"4046"	"chr5"	45278039	45278454	"Intron"	"D5Ertd615e"	145946	"bCAT_bCAT"
"4047"	"chr5"	45491898	45492208	"Promoter"	"Lap3"	-1166	"bCAT_bCAT"
"4048"	"chr5"	46445228	46446262	"Distal Intergenic"	"4930405L22Rik"	-512819	"bCAT_bCAT"
"4049"	"chr5"	51582666	51583278	"Distal Intergenic"	"Ppargc1a"	-14941	"bCAT_bCAT"
"4050"	"chr5"	52537047	52537249	"3' UTR"	"Lgi2"	29057	"bCAT_bCAT"
"4051"	"chr5"	52609683	52610334	"Exon"	"8030423F21Rik"	8677	"bCAT_bCAT"
"4052"	"chr5"	53676765	53677071	"Distal Intergenic"	"Rnu7"	21517	"bCAT_bCAT"
"4053"	"chr5"	63755133	63755483	"Intron"	"0610040J01Rik"	-57012	"bCAT_bCAT"
"4054"	"chr5"	64065753	64065966	"Distal Intergenic"	"5830416I19Rik"	20780	"bCAT_bCAT"
"4055"	"chr5"	64345201	64345969	"Exon"	"Tbc1d1"	114844	"bCAT_bCAT"
"4056"	"chr5"	64403777	64404302	"Distal Intergenic"	"1700027F09Rik"	63640	"bCAT_bCAT"
"4057"	"chr5"	64653649	64654239	"Distal Intergenic"	"Gm3716"	-42950	"bCAT_bCAT"
"4058"	"chr5"	64861303	64861585	"Distal Intergenic"	"Klf3"	39429	"bCAT_bCAT"
"4059"	"chr5"	66004324	66004529	"Promoter"	"9130230L23Rik"	-39	"bCAT_bCAT"
"4060"	"chr5"	66089570	66090179	"Intron"	"Rbm47"	8000	"bCAT_bCAT"
"4061"	"chr5"	66098247	66098802	"Promoter"	"Rbm47"	-68	"bCAT_bCAT"
"4062"	"chr5"	67990475	67990739	"Distal Intergenic"	"Grxcr1"	-41096	"bCAT_bCAT"
"4063"	"chr5"	73344286	73344546	"Distal Intergenic"	"Ociad2"	-5339	"bCAT_bCAT"
"4064"	"chr5"	73587088	73587468	"Distal Intergenic"	"Lrrc66"	44953	"bCAT_bCAT"
"4065"	"chr5"	74105472	74105688	"Distal Intergenic"	"Snora26"	11942	"bCAT_bCAT"
"4066"	"chr5"	74261079	74261618	"Intron"	"Rasl11b"	65753	"bCAT_bCAT"
"4067"	"chr5"	75043316	75043584	"Promoter"	"Chic2"	1057	"bCAT_bCAT"
"4068"	"chr5"	76389117	76389369	"Distal Intergenic"	"Nmu"	-25340	"bCAT_bCAT"
"4069"	"chr5"	76859373	76860082	"Promoter"	"C530008M17Rik"	1843	"bCAT_bCAT"
"4070"	"chr5"	77106841	77107785	"Intron"	"Hopx"	7338	"bCAT_bCAT"
"4071"	"chr5"	81465969	81466307	"3' UTR"	"Adgrl3"	-45677	"bCAT_bCAT"
"4072"	"chr5"	88721040	88721357	"Promoter"	"Mob1b"	169	"bCAT_bCAT"
"4073"	"chr5"	89218206	89218494	"Intron"	"Slc4a4"	190072	"bCAT_bCAT"
"4074"	"chr5"	89218589	89219043	"Intron"	"Slc4a4"	190455	"bCAT_bCAT"
"4075"	"chr5"	90603410	90603620	"3' UTR"	"Rassf6"	36907	"bCAT_bCAT"
"4076"	"chr5"	90611506	90612354	"Intron"	"Rassf6"	28173	"bCAT_bCAT"
"4077"	"chr5"	91038541	91038941	"Distal Intergenic"	"Epgn"	11024	"bCAT_bCAT"
"4078"	"chr5"	91162540	91163299	"Distal Intergenic"	"Areg"	22941	"bCAT_bCAT"
"4079"	"chr5"	92094076	92094381	"Distal Intergenic"	"G3bp2"	-10332	"bCAT_bCAT"
"4080"	"chr5"	92204210	92204518	"Distal Intergenic"	"Uso1"	10198	"bCAT_bCAT"
"4081"	"chr5"	92737924	92738400	"Intron"	"Mir1961"	50162	"bCAT_bCAT"
"4082"	"chr5"	92827328	92827646	"Intron"	"Shroom3"	17946	"bCAT_bCAT"
"4083"	"chr5"	96009968	96010315	"Distal Intergenic"	"Cxcl13"	53029	"bCAT_bCAT"
"4084"	"chr5"	96940422	96941201	"Distal Intergenic"	"Gm8013"	19150	"bCAT_bCAT"
"4085"	"chr5"	96964375	96964652	"Distal Intergenic"	"Bmp2k"	-33037	"bCAT_bCAT"
"4086"	"chr5"	99064309	99064546	"Distal Intergenic"	"Prkg2"	-27230	"bCAT_bCAT"
"4087"	"chr5"	99203637	99203982	"Distal Intergenic"	"Rasgef1b"	18466	"bCAT_bCAT"
"4088"	"chr5"	99479322	99479800	"Intron"	"Rasgef1b"	-226395	"bCAT_bCAT"
"4089"	"chr5"	99979241	99979566	"Promoter"	"Hnrnpd"	-303	"bCAT_bCAT"
"4090"	"chr5"	100416208	100416795	"Promoter"	"Sec31a"	0	"bCAT_bCAT"
"4091"	"chr5"	100626702	100627431	"Distal Intergenic"	"Coq2"	46825	"bCAT_bCAT"
"4092"	"chr5"	100674923	100675779	"Promoter"	"Coq2"	-667	"bCAT_bCAT"
"4093"	"chr5"	101664301	101664871	"Promoter"	"Nkx6-1"	0	"bCAT_bCAT"
"4094"	"chr5"	101700546	101700950	"Distal Intergenic"	"Nkx6-1"	-35835	"bCAT_bCAT"
"4095"	"chr5"	101802665	101803098	"Intron"	"Cds1"	37535	"bCAT_bCAT"
"4096"	"chr5"	103814296	103814748	"Intron"	"Aff1"	59723	"bCAT_bCAT"
"4097"	"chr5"	103916747	103918099	"Distal Intergenic"	"Klhl8"	-5518	"bCAT_bCAT"
"4098"	"chr5"	105680919	105681269	"Distal Intergenic"	"Lrrc8d"	-18700	"bCAT_bCAT"
"4099"	"chr5"	107015930	107016194	"Distal Intergenic"	"Cdc7"	50997	"bCAT_bCAT"
"4100"	"chr5"	107840770	107841078	"Intron"	"Ube2d2b"	10608	"bCAT_bCAT"
"4101"	"chr5"	107866752	107867269	"Promoter"	"Evi5"	1839	"bCAT_bCAT"
"4102"	"chr5"	108703826	108704203	"Intron"	"Fgfrl1"	9597	"bCAT_bCAT"
"4103"	"chr5"	108709082	108709308	"Distal Intergenic"	"Fgfrl1"	14853	"bCAT_bCAT"
"4104"	"chr5"	108727070	108727704	"Distal Intergenic"	"Fgfrl1"	32841	"bCAT_bCAT"
"4105"	"chr5"	114312245	114312461	"Promoter"	"Myo1h"	-2480	"bCAT_bCAT"
"4106"	"chr5"	114550273	114551837	"Distal Intergenic"	"Fam222a"	-16414	"bCAT_bCAT"
"4107"	"chr5"	114567097	114567407	"Promoter"	"Fam222a"	-844	"bCAT_bCAT"
"4108"	"chr5"	115278184	115278416	"Promoter"	"Coq5"	-1286	"bCAT_bCAT"
"4109"	"chr5"	115360176	115360571	"Distal Intergenic"	"Cox6a1"	-11221	"bCAT_bCAT"
"4110"	"chr5"	115971330	115971823	"Exon"	"Cit"	3442	"bCAT_bCAT"
"4111"	"chr5"	117119894	117120252	"Promoter"	"Taok3"	0	"bCAT_bCAT"
"4112"	"chr5"	117976325	117976691	"Promoter"	"Fbxo21"	-79	"bCAT_bCAT"
"4113"	"chr5"	118274661	118274877	"Distal Intergenic"	"2410131K14Rik"	29434	"bCAT_bCAT"
"4114"	"chr5"	118459484	118459812	"Distal Intergenic"	"Med13l"	-100907	"bCAT_bCAT"
"4115"	"chr5"	118489203	118489466	"Distal Intergenic"	"Med13l"	-71253	"bCAT_bCAT"
"4116"	"chr5"	118984735	118985274	"Distal Intergenic"	"4930413E15Rik"	32396	"bCAT_bCAT"
"4117"	"chr5"	119055487	119055803	"Distal Intergenic"	"1700081H04Rik"	-52433	"bCAT_bCAT"
"4118"	"chr5"	119069746	119070283	"Distal Intergenic"	"1700081H04Rik"	-37953	"bCAT_bCAT"
"4119"	"chr5"	119139817	119140063	"Distal Intergenic"	"1700081H04Rik"	31581	"bCAT_bCAT"
"4120"	"chr5"	119201279	119201922	"Promoter"	"Gm7538"	-1261	"bCAT_bCAT"
"4121"	"chr5"	119575141	119575373	"Exon"	"AW549542"	4983	"bCAT_bCAT"
"4122"	"chr5"	121837507	121837797	"Promoter"	"Sh2b3"	-648	"bCAT_bCAT"
"4123"	"chr5"	122422151	122422490	"Promoter"	"Anapc7"	0	"bCAT_bCAT"
"4124"	"chr5"	122614349	122614661	"Promoter"	"Ift81"	0	"bCAT_bCAT"
"4125"	"chr5"	123968940	123969183	"3' UTR"	"Hip1r"	-4445	"bCAT_bCAT"
"4126"	"chr5"	125174648	125175657	"Intron"	"Ncor2"	3557	"bCAT_bCAT"
"4127"	"chr5"	125252688	125253090	"Distal Intergenic"	"Ncor2"	-73474	"bCAT_bCAT"
"4128"	"chr5"	125394073	125394569	"Distal Intergenic"	"Ubc"	-4056	"bCAT_bCAT"
"4129"	"chr5"	127282630	127283030	"Promoter"	"Tmem132cos"	-1007	"bCAT_bCAT"
"4130"	"chr5"	131836028	131836458	"Intron"	"4930563F08Rik"	-43811	"bCAT_bCAT"
"4131"	"chr5"	133189828	133190489	"Distal Intergenic"	"Auts2"	-647485	"bCAT_bCAT"
"4132"	"chr5"	134326430	134326856	"Exon"	"Gtf2i"	-11670	"bCAT_bCAT"
"4133"	"chr5"	134951043	134951809	"Distal Intergenic"	"Cldn4"	-4109	"bCAT_bCAT"
"4134"	"chr5"	135107946	135108388	"Promoter"	"Mlxipl"	1055	"bCAT_bCAT"
"4135"	"chr5"	135115248	135115674	"Intron"	"Mlxipl"	8357	"bCAT_bCAT"
"4136"	"chr5"	135251234	135251605	"Promoter"	"Fzd9"	-187	"bCAT_bCAT"
"4137"	"chr5"	136608908	136609107	"Distal Intergenic"	"Cux1"	-41418	"bCAT_bCAT"
"4138"	"chr5"	136966933	136967470	"Promoter"	"Cldn15"	-399	"bCAT_bCAT"
"4139"	"chr5"	137345870	137346501	"Distal Intergenic"	"Ephb4"	-3608	"bCAT_bCAT"
"4140"	"chr5"	138857600	138858147	"Distal Intergenic"	"Gm5294"	37520	"bCAT_bCAT"
"4141"	"chr5"	139345092	139345383	"Promoter"	"Cox19"	0	"bCAT_bCAT"
"4142"	"chr5"	139353386	139353697	"Promoter"	"Cyp2w1"	769	"bCAT_bCAT"
"4143"	"chr5"	139398426	139399126	"Intron"	"C130050O18Rik"	-6154	"bCAT_bCAT"
"4144"	"chr5"	139957841	139958150	"Intron"	"Elfn1"	49898	"bCAT_bCAT"
"4145"	"chr5"	142817560	142818081	"Promoter"	"Tnrc18"	-173	"bCAT_bCAT"
"4146"	"chr5"	142851555	142851953	"Distal Intergenic"	"Tnrc18"	-34168	"bCAT_bCAT"
"4147"	"chr5"	144183044	144183383	"Exon"	"Bhlha15"	-6903	"bCAT_bCAT"
"4148"	"chr5"	144222913	144223476	"Promoter"	"Tecpr1"	102	"bCAT_bCAT"
"4149"	"chr5"	144426788	144427357	"Intron"	"Dmrt1i"	68263	"bCAT_bCAT"
"4150"	"chr5"	144447152	144447522	"Distal Intergenic"	"Dmrt1i"	88627	"bCAT_bCAT"
"4151"	"chr5"	145166972	145167298	"Promoter"	"Cpsf4"	0	"bCAT_bCAT"
"4152"	"chr5"	146636729	146637118	"Distal Intergenic"	"Gpr12"	-51490	"bCAT_bCAT"
"4153"	"chr5"	146676622	146676976	"Distal Intergenic"	"Gpr12"	-91383	"bCAT_bCAT"
"4154"	"chr5"	146682539	146683371	"Distal Intergenic"	"Gpr12"	-97300	"bCAT_bCAT"
"4155"	"chr5"	147076848	147077302	"Promoter"	"Polr1d"	-44	"bCAT_bCAT"
"4156"	"chr5"	147304761	147305430	"Promoter"	"Cdx2"	1819	"bCAT_bCAT"
"4157"	"chr5"	148495176	148495557	"Distal Intergenic"	"Ubl3"	57231	"bCAT_bCAT"
"4158"	"chr5"	148739559	148741225	"Promoter"	"2210417A02Rik"	-615	"bCAT_bCAT"
"4159"	"chr5"	148994585	148994929	"Promoter"	"5930430L01Rik"	286	"bCAT_bCAT"
"4160"	"chr5"	149433651	149433996	"Distal Intergenic"	"Tex26"	-5664	"bCAT_bCAT"
"4161"	"chr5"	149838356	149839258	"Distal Intergenic"	"4930500F04Rik"	-8489	"bCAT_bCAT"
"4162"	"chr5"	151296417	151296621	"Distal Intergenic"	"1700028E10Rik"	-72054	"bCAT_bCAT"
"4163"	"chr6"	5297293	5298023	"Promoter"	"Pon2"	350	"bCAT_bCAT"
"4164"	"chr6"	5828655	5829091	"Intron"	"Dync1i1"	103016	"bCAT_bCAT"
"4165"	"chr6"	6997550	6997793	"Intron"	"Sdhaf3"	41532	"bCAT_bCAT"
"4166"	"chr6"	7277220	7277985	"Distal Intergenic"	"Tac1"	-276900	"bCAT_bCAT"
"4167"	"chr6"	12772811	12773057	"Distal Intergenic"	"Thsd7a"	-23558	"bCAT_bCAT"
"4168"	"chr6"	13069841	13070245	"Promoter"	"Tmem106b"	82	"bCAT_bCAT"
"4169"	"chr6"	17990545	17990834	"Intron"	"Wnt2"	39611	"bCAT_bCAT"
"4170"	"chr6"	18248024	18248818	"Intron"	"Cftr"	-6562	"bCAT_bCAT"
"4171"	"chr6"	18359700	18360496	"Distal Intergenic"	"Cttnbp2"	67735	"bCAT_bCAT"
"4172"	"chr6"	21852380	21853043	"Promoter"	"Tspan12"	0	"bCAT_bCAT"
"4173"	"chr6"	21879006	21880090	"Distal Intergenic"	"Tspan12"	-26491	"bCAT_bCAT"
