Contrast	Geneid	log2FoldChange	padj	DEG
409460	Cell2 - Cond2 vs Cond4	Gm12372	0	NA	NS
148928	Cell1 - Cond2 vs Cond3	5330439M10Rik	0	NA	NS
479793	Cell2 - Cond4 vs Cond3	Cdc27	0.02	NA	NS
396441	Cell2 - Cond2 vs Cond4	Slfn10-ps	0.27	0.463206690080374	NS
338772	Cell2 - Cond2 vs Cond3	Rabl6	0.4	0.169971710436827	NS
483255	Cell2 - Cond4 vs Cond3	Gm47728	0	NA	NS
446528	Cell2 - Cond4 vs Cond3	Ppia	-0.02	0.84842248155323	NS
48637	Cell1 - Cond1 vs Cond2	Mir219a-1	NA	NA	NS
396415	Cell2 - Cond2 vs Cond4	Med23	0.26	0.460737845059479	NS
292142	Cell2 - Cond1 vs Cond4	Gm28653	0.01	NA	NS
211709	Cell2 - Cond1 vs Cond2	AC140267.1	NA	NA	NS
445601	Cell2 - Cond4 vs Cond3	Adgrl3	-0.02	0.758687840088411	NS
211047	Cell2 - Cond1 vs Cond2	Ropn1l	-0.01	NA	NS
386431	Cell2 - Cond2 vs Cond3	Gm28339	NA	NA	NS
491496	Cell2 - Cond4 vs Cond3	AC151293.1	0	NA	NS
428749	Cell2 - Cond2 vs Cond4	Ighv5-9-1	0	NA	NS
51568	Cell1 - Cond1 vs Cond2	Gm15259	NA	NA	NS
40953	Cell1 - Cond1 vs Cond2	Gm17052	NA	NA	NS
439674	Cell2 - Cond2 vs Cond4	Gm715	NA	NA	NS
492370	Cell2 - Cond4 vs Cond3	Cd63-ps	0	NA	NS
341992	Cell2 - Cond2 vs Cond3	Ap3s1	-0.33	0.448104798273026	NS
251639	Cell2 - Cond1 vs Cond3	Gm10648	0.19	NA	NS
442437	Cell2 - Cond2 vs Cond4	Gm29577	NA	NA	NS
256673	Cell2 - Cond1 vs Cond3	Gm4042	NA	NA	NS
695	Cell1 - Cond1 vs Cond2	Zfp386	0.62	0.000590203869369132	NS
11342	Cell1 - Cond1 vs Cond2	Gad1os	0.12	0.825014252908013	NS
181369	Cell2 - Cond1 vs Cond2	Gm26496	NA	NA	NS
339994	Cell2 - Cond2 vs Cond3	Gmeb1	0.31	0.263656924019017	NS
207770	Cell2 - Cond1 vs Cond2	Gm47190	0	NA	NS
143226	Cell1 - Cond2 vs Cond3	Gm22669	0.03	NA	NS
141838	Cell1 - Cond2 vs Cond3	Gm18352	NA	NA	NS
309027	Cell2 - Cond1 vs Cond4	Nkx6-2	-0.1	NA	NS
37110	Cell1 - Cond1 vs Cond2	Lrriq1	0.09	NA	NS
98123	Cell1 - Cond1 vs Cond3	Rpl17-ps6	0.03	NA	NS
248087	Cell2 - Cond1 vs Cond3	Mir7036	NA	NA	NS
428066	Cell2 - Cond2 vs Cond4	Gm18592	NA	NA	NS
419812	Cell2 - Cond2 vs Cond4	A730045E13Rik	0.03	NA	NS
15291	Cell1 - Cond1 vs Cond2	Gm7145	0.01	NA	NS
343174	Cell2 - Cond2 vs Cond3	Lrch3	0.38	0.56977436574195	NS
402214	Cell2 - Cond2 vs Cond4	Gm25634	NA	NA	NS
134337	Cell1 - Cond2 vs Cond3	Gm12447	0.04	NA	NS
117226	Cell1 - Cond2 vs Cond3	Gm12728	0.89	0.10366387555482	NS
318807	Cell2 - Cond1 vs Cond4	9330199G10Rik	0.05	NA	NS
212977	Cell2 - Cond1 vs Cond2	4930542D17Rik	0.01	NA	NS
355665	Cell2 - Cond2 vs Cond3	Gm12900	0.22	NA	NS
68752	Cell1 - Cond1 vs Cond3	Rwdd3	-0.11	0.737457535980266	NS
7789	Cell1 - Cond1 vs Cond2	Gpalpp1	0.14	0.565311286553518	NS
325035	Cell2 - Cond1 vs Cond4	Vmn2r97	0.06	NA	NS
282727	Cell2 - Cond1 vs Cond4	Ist1	-0.32	0.134045774634689	NS
7061	Cell1 - Cond1 vs Cond2	Sf3a1	-0.15	0.503025154173533	NS
157700	Cell1 - Cond2 vs Cond3	Gm16537	-0.16	NA	NS
440033	Cell2 - Cond2 vs Cond4	Nr0b1	0.03	NA	NS
90086	Cell1 - Cond1 vs Cond3	Gm8049	-0.06	NA	NS
169688	Cell2 - Cond1 vs Cond2	2010308F09Rik	0.05	0.732293392288684	NS
474927	Cell2 - Cond4 vs Cond3	Gm29521	0	NA	NS
17840	Cell1 - Cond1 vs Cond2	Olfr1247	0	NA	NS
474764	Cell2 - Cond4 vs Cond3	Gm37812	0	NA	NS
465156	Cell2 - Cond4 vs Cond3	Igkv11-118	0	NA	NS
54931	Cell1 - Cond1 vs Cond2	Gm28632	NA	NA	NS
204918	Cell2 - Cond1 vs Cond2	Gm24429	NA	NA	NS
109170	Cell1 - Cond1 vs Cond3	Gm28191	0.03	NA	NS
159136	Cell1 - Cond2 vs Cond3	Gm5966	NA	NA	NS
334709	Cell2 - Cond2 vs Cond3	P3h1	2.51	0.00901452402364781	Upregulated
22612	Cell1 - Cond1 vs Cond2	Tmem269	0	NA	NS
9703	Cell1 - Cond1 vs Cond2	Dtx4	-0.08	0.71130790851287	NS
425198	Cell2 - Cond2 vs Cond4	Gm11964	-0.01	NA	NS
35766	Cell1 - Cond1 vs Cond2	Gm47768	-0.01	NA	NS
302240	Cell2 - Cond1 vs Cond4	Gm24113	-0.01	NA	NS
25924	Cell1 - Cond1 vs Cond2	Mir182	NA	NA	NS
225572	Cell2 - Cond1 vs Cond3	Gm3081	2.76	0.0174026905986251	Upregulated
310053	Cell2 - Cond1 vs Cond4	Nat3	0.04	NA	NS
107467	Cell1 - Cond1 vs Cond3	Dcaf12l2	0.05	NA	NS
411663	Cell2 - Cond2 vs Cond4	Gm15522	0.07	NA	NS
87712	Cell1 - Cond1 vs Cond3	Nfatc2ip	0.08	NA	NS
37673	Cell1 - Cond1 vs Cond2	Pkd1l1	0.03	NA	NS
202735	Cell2 - Cond1 vs Cond2	Snord95	NA	NA	NS
396919	Cell2 - Cond2 vs Cond4	Myd88	-0.25	0.509873163694441	NS
399367	Cell2 - Cond2 vs Cond4	Klc1	-0.07	0.731156291759224	NS
281000	Cell2 - Cond1 vs Cond4	Mnt	0.77	0.0491208761758791	NS
146433	Cell1 - Cond2 vs Cond3	Mir3109	-0.01	NA	NS
210554	Cell2 - Cond1 vs Cond2	Gm22970	-0.02	NA	NS
488203	Cell2 - Cond4 vs Cond3	Dhh	0	NA	NS
295016	Cell2 - Cond1 vs Cond4	Olfr360	0	NA	NS
299674	Cell2 - Cond1 vs Cond4	Gm12519	-0.01	NA	NS
363209	Cell2 - Cond2 vs Cond3	Vmn2r-ps64	-0.01	NA	NS
329127	Cell2 - Cond1 vs Cond4	Aff2	-0.06	NA	NS
412721	Cell2 - Cond2 vs Cond4	Gm42865	0	NA	NS
298073	Cell2 - Cond1 vs Cond4	Gm35013	-0.01	NA	NS
112709	Cell1 - Cond2 vs Cond3	Kif14	1.29	0.00039074140657168	Upregulated
267968	Cell2 - Cond1 vs Cond3	Mir7676-1	NA	NA	NS
62060	Cell1 - Cond1 vs Cond3	Camkmt	-0.46	0.110523433387051	NS
69678	Cell1 - Cond1 vs Cond3	Hilpda	0.07	0.828585549993775	NS
457072	Cell2 - Cond4 vs Cond3	Gm18018	0	NA	NS
436781	Cell2 - Cond2 vs Cond4	AC154260.1	0.02	NA	NS
403370	Cell2 - Cond2 vs Cond4	Gm16083	0.04	NA	NS
361809	Cell2 - Cond2 vs Cond3	Mir1191	NA	NA	NS
18849	Cell1 - Cond1 vs Cond2	Gm24473	-0.01	NA	NS
96846	Cell1 - Cond1 vs Cond3	Mir136	NA	NA	NS
355135	Cell2 - Cond2 vs Cond3	Slc24a2	0.06	NA	NS
152553	Cell1 - Cond2 vs Cond3	Ighd5-7	NA	NA	NS
339475	Cell2 - Cond2 vs Cond3	Foxo4	0.63	0.225403373167116	NS
39774	Cell1 - Cond1 vs Cond2	Gm25821	-0.02	NA	NS
52632	Cell1 - Cond1 vs Cond2	Gm16463	-0.09	NA	NS
360238	Cell2 - Cond2 vs Cond3	Gm25327	NA	NA	NS
393341	Cell2 - Cond2 vs Cond4	Cd274	-0.36	0.204297524451025	NS
240252	Cell2 - Cond1 vs Cond3	Gm44183	-0.01	NA	NS
448079	Cell2 - Cond4 vs Cond3	Mrps30	0.04	0.928382222298403	NS
450830	Cell2 - Cond4 vs Cond3	Gm29040	0	NA	NS
497978	Cell2 - Cond4 vs Cond3	Gm29115	NA	NA	NS
292556	Cell2 - Cond1 vs Cond4	Gm5527	0.07	NA	NS
195209	Cell2 - Cond1 vs Cond2	Akip1	-0.03	NA	NS
39363	Cell1 - Cond1 vs Cond2	Gm11702	0.02	NA	NS
314098	Cell2 - Cond1 vs Cond4	Gm48308	-0.06	NA	NS
432760	Cell2 - Cond2 vs Cond4	Acod1	0.02	NA	NS
204116	Cell2 - Cond1 vs Cond2	Gm22711	0.01	NA	NS
417494	Cell2 - Cond2 vs Cond4	Gm26856	0	NA	NS
313696	Cell2 - Cond1 vs Cond4	Gm16212	0.06	NA	NS
189063	Cell2 - Cond1 vs Cond2	Mir702	NA	NA	NS
92636	Cell1 - Cond1 vs Cond3	Gm16220	-0.01	NA	NS
308097	Cell2 - Cond1 vs Cond4	Gm37008	0.03	NA	NS
462512	Cell2 - Cond4 vs Cond3	Gm15982	0	NA	NS
181423	Cell2 - Cond1 vs Cond2	AI847159	0	NA	NS
470106	Cell2 - Cond4 vs Cond3	Olfr706	0	NA	NS
91107	Cell1 - Cond1 vs Cond3	Gm5066	NA	NA	NS
34490	Cell1 - Cond1 vs Cond2	1700072B07Rik	0	NA	NS
66043	Cell1 - Cond1 vs Cond3	Fam241a	-0.22	0.458570092623264	NS
188365	Cell2 - Cond1 vs Cond2	Gm23085	0	NA	NS
382273	Cell2 - Cond2 vs Cond3	Gm27026	0.06	NA	NS
12165	Cell1 - Cond1 vs Cond2	Tbca	0.05	0.875280273400545	NS
299407	Cell2 - Cond1 vs Cond4	Gm12380	0	NA	NS
102142	Cell1 - Cond1 vs Cond3	Muc19	-0.18	NA	NS
443439	Cell2 - Cond4 vs Cond3	Hepacam2	-0.28	0.252403361474588	NS
345321	Cell2 - Cond2 vs Cond3	Bop1	0.05	0.782078824414153	NS
118371	Cell1 - Cond2 vs Cond3	Mitf	0.49	0.176197297156117	NS
432505	Cell2 - Cond2 vs Cond4	Gm49165	0.02	NA	NS
44666	Cell1 - Cond1 vs Cond2	Traj25	0	NA	NS
156469	Cell1 - Cond2 vs Cond3	Gm36107	0	NA	NS
431618	Cell2 - Cond2 vs Cond4	Gm6526	-0.02	NA	NS
458727	Cell2 - Cond4 vs Cond3	Gm43707	0	NA	NS
254997	Cell2 - Cond1 vs Cond3	Tktl2	-0.03	NA	NS
134829	Cell1 - Cond2 vs Cond3	Gm12697	0.01	NA	NS
289813	Cell2 - Cond1 vs Cond4	Gid8	-0.06	0.778006985615862	NS
313064	Cell2 - Cond1 vs Cond4	Olig3	-0.03	NA	NS
112850	Cell1 - Cond2 vs Cond3	Krtap3-1	-4.46	0.000556777216905428	Downregulated
36654	Cell1 - Cond1 vs Cond2	Vmn2r81	0	NA	NS
345363	Cell2 - Cond2 vs Cond3	Arl3	-0.13	0.78686938515137	NS
371711	Cell2 - Cond2 vs Cond3	Gm11656	-0.01	NA	NS
241288	Cell2 - Cond1 vs Cond3	Gm13976	-0.01	NA	NS
237275	Cell2 - Cond1 vs Cond3	Gm24276	-0.06	NA	NS
445664	Cell2 - Cond4 vs Cond3	Plekhg5	-0.02	0.767554365917635	NS
122727	Cell1 - Cond2 vs Cond3	Pgap3	-0.15	0.563310700176662	NS
251851	Cell2 - Cond1 vs Cond3	BC060293	0.19	NA	NS
21260	Cell1 - Cond1 vs Cond2	Gm6510	-0.02	NA	NS
58901	Cell1 - Cond1 vs Cond3	Cyp2j9	-1.69	0.00662817933041752	Downregulated
85361	Cell1 - Cond1 vs Cond3	Vmn1r166	NA	NA	NS
257940	Cell2 - Cond1 vs Cond3	Gm47699	-0.05	NA	NS
247181	Cell2 - Cond1 vs Cond3	Gm42758	0.05	NA	NS
494403	Cell2 - Cond4 vs Cond3	Gm9440	NA	NA	NS
176330	Cell2 - Cond1 vs Cond2	Ifngr2	0.1	0.995969732471841	NS
39654	Cell1 - Cond1 vs Cond2	Gm18114	-0.01	NA	NS
328436	Cell2 - Cond1 vs Cond4	Gm5754	0.05	NA	NS
485271	Cell2 - Cond4 vs Cond3	Gm8065	NA	NA	NS
156746	Cell1 - Cond2 vs Cond3	Gm8328	0.03	NA	NS
143396	Cell1 - Cond2 vs Cond3	Gm25735	0.02	NA	NS
317392	Cell2 - Cond1 vs Cond4	Tspyl-ps	0.02	NA	NS
296673	Cell2 - Cond1 vs Cond4	Gm14219	NA	NA	NS
86489	Cell1 - Cond1 vs Cond3	Gm18908	0.06	NA	NS
389834	Cell2 - Cond2 vs Cond4	Akr1a1	-0.51	0.0225136603655284	NS
324553	Cell2 - Cond1 vs Cond4	9430053O09Rik	0.1	NA	NS
287961	Cell2 - Cond1 vs Cond4	Csnk1d	0.08	0.5962851351144	NS
310459	Cell2 - Cond1 vs Cond4	Cngb1	0.04	NA	NS
42291	Cell1 - Cond1 vs Cond2	Gm8513	-0.02	NA	NS
83118	Cell1 - Cond1 vs Cond3	Igkv1-131	-0.01	NA	NS
195701	Cell2 - Cond1 vs Cond2	Pwwp2b	0.09	NA	NS
412806	Cell2 - Cond2 vs Cond4	Gm43122	0.02	NA	NS
353674	Cell2 - Cond2 vs Cond3	Alx3	0.04	NA	NS
395536	Cell2 - Cond2 vs Cond4	Fgfr1	0.29	0.383467647867938	NS
20307	Cell1 - Cond1 vs Cond2	Tchh	-0.07	NA	NS
40431	Cell1 - Cond1 vs Cond2	Gm7862	0.03	NA	NS
39358	Cell1 - Cond1 vs Cond2	Mir3968	NA	NA	NS
356164	Cell2 - Cond2 vs Cond3	Gm13207	0.03	NA	NS
149251	Cell1 - Cond2 vs Cond3	Gm11969	0.03	NA	NS
339470	Cell2 - Cond2 vs Cond3	Fbxl14	0.43	0.225389104432841	NS
387428	Cell2 - Cond2 vs Cond4	Cdkn2b	-2.21	2.20755915759658e-13	Downregulated
171721	Cell2 - Cond1 vs Cond2	Rpl10a	0.12	0.898769766584819	NS
23202	Cell1 - Cond1 vs Cond2	Gm13141	-0.03	NA	NS
10237	Cell1 - Cond1 vs Cond2	Ptprg	0.11	0.750395216579826	NS
40444	Cell1 - Cond1 vs Cond2	Gm35189	-0.03	NA	NS
83410	Cell1 - Cond1 vs Cond3	Reg2	0.09	NA	NS
226568	Cell2 - Cond1 vs Cond3	Lactb	-1.28	0.0389246366068615	Downregulated
103174	Cell1 - Cond1 vs Cond3	Gm49651	NA	NA	NS
22519	Cell1 - Cond1 vs Cond2	Gm29434	NA	NA	NS
482308	Cell2 - Cond4 vs Cond3	Ighv1-77	NA	NA	NS
497484	Cell2 - Cond4 vs Cond3	Gm20978	NA	NA	NS
491221	Cell2 - Cond4 vs Cond3	Mir6977	NA	NA	NS
183544	Cell2 - Cond1 vs Cond2	2210017I01Rik	0.01	NA	NS
402165	Cell2 - Cond2 vs Cond4	Gm24901	NA	NA	NS
349349	Cell2 - Cond2 vs Cond3	Gm37431	0.03	NA	NS
67256	Cell1 - Cond1 vs Cond3	4931428L18Rik	-0.34	0.578430857606667	NS
179458	Cell2 - Cond1 vs Cond2	Gm25158	NA	NA	NS
286527	Cell2 - Cond1 vs Cond4	Peg13	0.29	0.451096292512762	NS
384229	Cell2 - Cond2 vs Cond3	Ccdc160	0.02	NA	NS
130675	Cell1 - Cond2 vs Cond3	Gm13768	NA	NA	NS
233893	Cell2 - Cond1 vs Cond3	Kcnj3	0.37	0.629531377024833	NS
213371	Cell2 - Cond1 vs Cond2	Gm49714	0	NA	NS
329414	Cell2 - Cond1 vs Cond4	Gm6973	NA	NA	NS
385921	Cell2 - Cond2 vs Cond3	Gm21746	NA	NA	NS
184921	Cell2 - Cond1 vs Cond2	Bach2it1	0	NA	NS
450709	Cell2 - Cond4 vs Cond3	Mir6898	NA	NA	NS
163404	Cell1 - Cond2 vs Cond3	Gm16412	0.17	NA	NS
152681	Cell1 - Cond2 vs Cond3	Ighv1-20	NA	NA	NS
24361	Cell1 - Cond1 vs Cond2	Olfr1401-ps1	NA	NA	NS
31237	Cell1 - Cond1 vs Cond2	Gm25683	0.01	NA	NS
455433	Cell2 - Cond4 vs Cond3	Gm14022	0	NA	NS
409479	Cell2 - Cond2 vs Cond4	Gm12387	0	NA	NS
287046	Cell2 - Cond1 vs Cond4	Zscan21	0.3	0.504501162865013	NS
440281	Cell2 - Cond2 vs Cond4	Gm26992	NA	NA	NS
242595	Cell2 - Cond1 vs Cond3	Gm42923	-0.07	NA	NS
61806	Cell1 - Cond1 vs Cond3	Wdr45	0.54	0.0946740556313697	NS
77279	Cell1 - Cond1 vs Cond3	Gm10972	-0.01	NA	NS
143741	Cell1 - Cond2 vs Cond3	Mcemp1	0.1	NA	NS
465436	Cell2 - Cond4 vs Cond3	Ctnna2	0	NA	NS
481790	Cell2 - Cond4 vs Cond3	Tcl1b4	0	NA	NS
129866	Cell1 - Cond2 vs Cond3	Gm27953	NA	NA	NS
392408	Cell2 - Cond2 vs Cond4	Chtf18	0.65	0.138356093461141	NS
21792	Cell1 - Cond1 vs Cond2	Gm23746	NA	NA	NS
263997	Cell2 - Cond1 vs Cond3	1700019C18Rik	0.13	NA	NS
54470	Cell1 - Cond1 vs Cond2	Gm29433	NA	NA	NS
195714	Cell2 - Cond1 vs Cond2	Gm2044	NA	NA	NS
297525	Cell2 - Cond1 vs Cond4	Gm2328	-0.05	NA	NS
163351	Cell1 - Cond2 vs Cond3	Gm14740	0.04	NA	NS
86465	Cell1 - Cond1 vs Cond3	Gm26433	NA	NA	NS
363495	Cell2 - Cond2 vs Cond3	Gm45687	0	NA	NS
244849	Cell2 - Cond1 vs Cond3	Gm26400	-0.01	NA	NS
285285	Cell2 - Cond1 vs Cond4	Gm33103	0.43	0.328988611348216	NS
371594	Cell2 - Cond2 vs Cond3	Ppy	0.04	NA	NS
282813	Cell2 - Cond1 vs Cond4	Cox16	-0.54	0.139560350569974	NS
458140	Cell2 - Cond4 vs Cond3	Chil4	0	NA	NS
307007	Cell2 - Cond1 vs Cond4	4933421I07Rik	NA	NA	NS
66634	Cell1 - Cond1 vs Cond3	Bscl2	-0.17	0.515476234203512	NS
95143	Cell1 - Cond1 vs Cond3	Lyzl6	0.03	NA	NS
92544	Cell1 - Cond1 vs Cond3	Gm29774	0.04	NA	NS
269838	Cell2 - Cond1 vs Cond3	Vmn1r231	NA	NA	NS
212319	Cell2 - Cond1 vs Cond2	Tmem186	0	NA	NS
359417	Cell2 - Cond2 vs Cond3	Igkv14-118-1	0.03	NA	NS
201321	Cell2 - Cond1 vs Cond2	Gm47527	NA	NA	NS
173432	Cell2 - Cond1 vs Cond2	Phf7	0.05	0.950313583524921	NS
75992	Cell1 - Cond1 vs Cond3	Gm14298	NA	NA	NS
460220	Cell2 - Cond4 vs Cond3	Glis1	0	NA	NS
427366	Cell2 - Cond2 vs Cond4	Gm9293	NA	NA	NS
146249	Cell1 - Cond2 vs Cond3	Gldn	-0.1	NA	NS
471223	Cell2 - Cond4 vs Cond3	Gm10699	0	NA	NS
288661	Cell2 - Cond1 vs Cond4	Tfb2m	-0.2	0.664975151041958	NS
127152	Cell1 - Cond2 vs Cond3	Gm37602	-0.07	NA	NS
286203	Cell2 - Cond1 vs Cond4	Slc25a5	-0.3	0.421287673300001	NS
423865	Cell2 - Cond2 vs Cond4	Gm47637	0	NA	NS
245073	Cell2 - Cond1 vs Cond3	Saxo1os	0.05	NA	NS
420970	Cell2 - Cond2 vs Cond4	Necab2	-0.04	NA	NS
459648	Cell2 - Cond4 vs Cond3	Gm26400	0	NA	NS
133024	Cell1 - Cond2 vs Cond3	Gm36070	-0.04	NA	NS
296832	Cell2 - Cond1 vs Cond4	Gm14260	NA	NA	NS
254741	Cell2 - Cond1 vs Cond3	2810404M03Rik	0.06	NA	NS
392952	Cell2 - Cond2 vs Cond4	Gm49785	-0.59	0.177876898711273	NS
429730	Cell2 - Cond2 vs Cond4	Gm48188	-0.03	NA	NS
284519	Cell2 - Cond1 vs Cond4	Mtmr6	-0.34	0.263242685310922	NS
431583	Cell2 - Cond2 vs Cond4	Gm49135	NA	NA	NS
403517	Cell2 - Cond2 vs Cond4	A430106G13Rik	0.05	NA	NS
42374	Cell1 - Cond1 vs Cond2	Gm23952	NA	NA	NS
415085	Cell2 - Cond2 vs Cond4	Gm44232	0	NA	NS
80922	Cell1 - Cond1 vs Cond3	Gm42736	-0.05	NA	NS
318679	Cell2 - Cond1 vs Cond4	Gm48440	NA	NA	NS
28598	Cell1 - Cond1 vs Cond2	Obox4-ps30	NA	NA	NS
9026	Cell1 - Cond1 vs Cond2	Gga1	-0.14	0.662102224387423	NS
486621	Cell2 - Cond4 vs Cond3	Gm41230	0	NA	NS
19238	Cell1 - Cond1 vs Cond2	Gm22547	NA	NA	NS
85761	Cell1 - Cond1 vs Cond3	Gm25033	NA	NA	NS
209627	Cell2 - Cond1 vs Cond2	Gm49038	0.01	NA	NS
8298	Cell1 - Cond1 vs Cond2	Rundc1	-0.17	0.603539094107198	NS
439524	Cell2 - Cond2 vs Cond4	Gm7803	-0.01	NA	NS
374447	Cell2 - Cond2 vs Cond3	Gm24530	0	NA	NS
186736	Cell2 - Cond1 vs Cond2	Zfp985	0.02	NA	NS
450251	Cell2 - Cond4 vs Cond3	Gm37363	0	NA	NS
444518	Cell2 - Cond4 vs Cond3	Nbea	0.07	0.591465414312366	NS
51891	Cell1 - Cond1 vs Cond2	Gm44496	NA	NA	NS
249024	Cell2 - Cond1 vs Cond3	Gm8143	-0.01	NA	NS
485193	Cell2 - Cond4 vs Cond3	Gm49034	0	NA	NS
278496	Cell2 - Cond1 vs Cond4	Kif13b	-0.85	0.00180416775052716	NS
157481	Cell1 - Cond2 vs Cond3	Gm29019	0.03	NA	NS
102800	Cell1 - Cond1 vs Cond3	Gm18237	0.04	NA	NS
76547	Cell1 - Cond1 vs Cond3	Gm27989	NA	NA	NS
416493	Cell2 - Cond2 vs Cond4	Gm6164	NA	NA	NS
97818	Cell1 - Cond1 vs Cond3	Gm17528	-0.01	NA	NS
197574	Cell2 - Cond1 vs Cond2	Gm3635	0	NA	NS
119584	Cell1 - Cond2 vs Cond3	Gm4986	0.42	0.270183183783664	NS
283327	Cell2 - Cond1 vs Cond4	Arhgef37	0.88	0.173909004007648	NS
103929	Cell1 - Cond1 vs Cond3	Mir3082	NA	NA	NS
325459	Cell2 - Cond1 vs Cond4	Gm27740	NA	NA	NS
292823	Cell2 - Cond1 vs Cond4	Gm29183	-0.09	NA	NS
169602	Cell2 - Cond1 vs Cond2	Galnt12	-0.22	0.721688027457396	NS
395261	Cell2 - Cond2 vs Cond4	Il1rn	0.17	0.35776361385532	NS
379095	Cell2 - Cond2 vs Cond3	Gm49456	NA	NA	NS
176931	Cell2 - Cond1 vs Cond2	Gm23792	-0.01	NA	NS
44092	Cell1 - Cond1 vs Cond2	Gm17124	NA	NA	NS
245795	Cell2 - Cond1 vs Cond3	Cep85	0.06	NA	NS
59840	Cell1 - Cond1 vs Cond3	Myo5b	-0.45	0.0213697143248994	NS
46225	Cell1 - Cond1 vs Cond2	Gm18283	-0.02	NA	NS
360803	Cell2 - Cond2 vs Cond3	Gm15704	0.01	NA	NS
214849	Cell2 - Cond1 vs Cond2	Plin3	-0.02	NA	NS
49938	Cell1 - Cond1 vs Cond2	Pcdhac1	-0.02	NA	NS
125501	Cell1 - Cond2 vs Cond3	Klf4	-0.08	0.842917505275093	NS
438683	Cell2 - Cond2 vs Cond4	Gm23113	NA	NA	NS
218984	Cell2 - Cond1 vs Cond2	2610002M06Rik	-0.02	NA	NS
214830	Cell2 - Cond1 vs Cond2	Gm18417	0.01	NA	NS
59990	Cell1 - Cond1 vs Cond3	Pde5a	0.41	0.0247422120739897	NS
249776	Cell2 - Cond1 vs Cond3	Gm45215	-0.01	NA	NS
23947	Cell1 - Cond1 vs Cond2	Gm7882	0.01	NA	NS
22079	Cell1 - Cond1 vs Cond2	Gm11260	-0.02	NA	NS
336918	Cell2 - Cond2 vs Cond3	Efna4	0.5	0.0660991935371855	NS
11867	Cell1 - Cond1 vs Cond2	BC024978	0.05	0.860673096467976	NS
40404	Cell1 - Cond1 vs Cond2	Gm38170	-0.01	NA	NS
346402	Cell2 - Cond2 vs Cond3	Pcbp2	0.02	0.892815146785481	NS
219605	Cell2 - Cond1 vs Cond2	Magea5	NA	NA	NS
411369	Cell2 - Cond2 vs Cond4	Speer4c	0	NA	NS
441159	Cell2 - Cond2 vs Cond4	Gm18797	0.02	NA	NS
92729	Cell1 - Cond1 vs Cond3	Slc1a6	-0.02	NA	NS
92911	Cell1 - Cond1 vs Cond3	Gm48460	-0.01	NA	NS
6217	Cell1 - Cond1 vs Cond2	Snrnp48	-0.15	0.421796775514492	NS
398659	Cell2 - Cond2 vs Cond4	Gm24616	-0.2	0.668888105227194	NS
393809	Cell2 - Cond2 vs Cond4	Gm15198	0.46	0.240881627460983	NS
122219	Cell1 - Cond2 vs Cond3	Creb5	0.27	0.516345925605731	NS
7909	Cell1 - Cond1 vs Cond2	Hyal1	0.21	0.57357442653977	NS
396410	Cell2 - Cond2 vs Cond4	Btbd2	-0.18	0.460706639124748	NS
213927	Cell2 - Cond1 vs Cond2	Syngr3	-0.01	NA	NS
363198	Cell2 - Cond2 vs Cond3	Gm44928	NA	NA	NS
487518	Cell2 - Cond4 vs Cond3	1700010G06Rik	0	NA	NS
21026	Cell1 - Cond1 vs Cond2	Slc9b1	-0.05	NA	NS
280170	Cell2 - Cond1 vs Cond4	Lcmt1	-0.58	0.024541472264086	NS
417388	Cell2 - Cond2 vs Cond4	Mamstr	0.14	NA	NS
476339	Cell2 - Cond4 vs Cond3	Gm47595	0	NA	NS
380991	Cell2 - Cond2 vs Cond3	Olfr757-ps1	0.03	NA	NS
291173	Cell2 - Cond1 vs Cond4	Gm5626	0.07	0.913625778081133	NS
127611	Cell1 - Cond2 vs Cond3	Rps27-ps1	0.32	NA	NS
387637	Cell2 - Cond2 vs Cond4	Trim15	-2.8	1.38056443064037e-06	Downregulated
196934	Cell2 - Cond1 vs Cond2	Gm18860	0.01	NA	NS
222565	Cell2 - Cond1 vs Cond3	Proz	-4.58	9.40737023110665e-06	Downregulated
169415	Cell2 - Cond1 vs Cond2	6230400D17Rik	0.08	0.70404875666591	NS
6411	Cell1 - Cond1 vs Cond2	Cep41	0.25	0.440363958969517	NS
61419	Cell1 - Cond1 vs Cond3	Dnm1l	-0.29	0.0734994150590805	NS
171555	Cell2 - Cond1 vs Cond2	Irf2	-0.14	0.888393727332287	NS
445904	Cell2 - Cond4 vs Cond3	Magef1	0.03	0.789405399493703	NS
154181	Cell1 - Cond2 vs Cond3	Gm15740	NA	NA	NS
422663	Cell2 - Cond2 vs Cond4	Gm28164	0	NA	NS
122384	Cell1 - Cond2 vs Cond3	Cldn23	-0.16	0.530745493382895	NS
17034	Cell1 - Cond1 vs Cond2	Gm13428	NA	NA	NS
91799	Cell1 - Cond1 vs Cond3	Gm48750	0.04	NA	NS
139559	Cell1 - Cond2 vs Cond3	Gm24767	0	NA	NS
170639	Cell2 - Cond1 vs Cond2	Cep192	0.18	0.827321599500324	NS
378615	Cell2 - Cond2 vs Cond3	Mir7684	NA	NA	NS
232247	Cell2 - Cond1 vs Cond3	D130020L05Rik	-0.44	0.445768106832516	NS
235208	Cell2 - Cond1 vs Cond3	AW209491	-0.12	0.759998447080719	NS
83757	Cell1 - Cond1 vs Cond3	Gm44177	-0.05	NA	NS
361526	Cell2 - Cond2 vs Cond3	Ceacam19	0.06	NA	NS
